,State,State_acronym,Date,Confirmed,Deaths,Confirmed_moving_average,Deaths_moving_average,Peak_confirmed,Peak_deaths,Last_avg_obs_confirmed,Last_avg_obs_deaths,Progress_to_zero_confirmed,Progress_to_zero_deaths,geo_level,County_name
33,Alabama,AL,2020-02-24,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
34,Alabama,AL,2020-02-25,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
35,Alabama,AL,2020-02-26,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
36,Alabama,AL,2020-02-27,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
37,Alabama,AL,2020-02-28,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
38,Alabama,AL,2020-02-29,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
39,Alabama,AL,2020-03-01,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
40,Alabama,AL,2020-03-02,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
41,Alabama,AL,2020-03-03,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
42,Alabama,AL,2020-03-04,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
43,Alabama,AL,2020-03-05,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
44,Alabama,AL,2020-03-06,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
45,Alabama,AL,2020-03-07,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
46,Alabama,AL,2020-03-08,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
47,Alabama,AL,2020-03-09,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
48,Alabama,AL,2020-03-10,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
49,Alabama,AL,2020-03-11,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
50,Alabama,AL,2020-03-12,0,0,0.0,0.0,,,,,,,State,_ALABAMA STATE
51,Alabama,AL,2020-03-13,5,0,0.71,0.0,,,,,,,State,_ALABAMA STATE
52,Alabama,AL,2020-03-14,6,0,1.57,0.0,,,,,,,State,_ALABAMA STATE
53,Alabama,AL,2020-03-15,11,0,3.14,0.0,,,,,,,State,_ALABAMA STATE
54,Alabama,AL,2020-03-16,7,0,4.14,0.0,,,,,,,State,_ALABAMA STATE
55,Alabama,AL,2020-03-17,10,0,5.57,0.0,,,,,,,State,_ALABAMA STATE
56,Alabama,AL,2020-03-18,12,0,7.29,0.0,,,,,,,State,_ALABAMA STATE
57,Alabama,AL,2020-03-19,27,0,11.14,0.0,,,,,,,State,_ALABAMA STATE
58,Alabama,AL,2020-03-20,28,0,14.43,0.0,,,,,,,State,_ALABAMA STATE
59,Alabama,AL,2020-03-21,25,0,17.14,0.0,,,,,,,State,_ALABAMA STATE
60,Alabama,AL,2020-03-22,36,0,20.71,0.0,,,,,,,State,_ALABAMA STATE
61,Alabama,AL,2020-03-23,29,0,23.86,0.0,,,,,,,State,_ALABAMA STATE
62,Alabama,AL,2020-03-24,46,0,29.0,0.0,,,,,,,State,_ALABAMA STATE
63,Alabama,AL,2020-03-25,144,1,47.86,0.14,,,,,,,State,_ALABAMA STATE
64,Alabama,AL,2020-03-26,145,0,64.71,0.14,,,,,,,State,_ALABAMA STATE
65,Alabama,AL,2020-03-27,108,1,76.14,0.29,,,,,,,State,_ALABAMA STATE
66,Alabama,AL,2020-03-28,78,1,83.71,0.43,,,,,,,State,_ALABAMA STATE
67,Alabama,AL,2020-03-29,108,1,94.0,0.57,,,,,,,State,_ALABAMA STATE
68,Alabama,AL,2020-03-30,116,2,106.43,0.86,,,,,,,State,_ALABAMA STATE
69,Alabama,AL,2020-03-31,56,7,107.86,1.86,,,,,,,State,_ALABAMA STATE
70,Alabama,AL,2020-04-01,109,3,102.86,2.14,,,,,,,State,_ALABAMA STATE
71,Alabama,AL,2020-04-02,164,1,105.57,2.29,,,,,,,State,_ALABAMA STATE
72,Alabama,AL,2020-04-03,264,4,127.86,2.71,,,,,,,State,_ALABAMA STATE
73,Alabama,AL,2020-04-04,98,5,130.71,3.29,,,,,,,State,_ALABAMA STATE
74,Alabama,AL,2020-04-05,208,5,145.0,3.86,,,,,,,State,_ALABAMA STATE
75,Alabama,AL,2020-04-06,163,1,151.71,3.71,,,,,,,State,_ALABAMA STATE
76,Alabama,AL,2020-04-07,194,7,171.43,3.71,,,,,,,State,_ALABAMA STATE
77,Alabama,AL,2020-04-08,300,9,198.71,4.57,,,,,,,State,_ALABAMA STATE
78,Alabama,AL,2020-04-09,341,0,224.0,4.43,,,,,,,State,_ALABAMA STATE
79,Alabama,AL,2020-04-10,169,10,210.43,5.29,,,,,,,State,_ALABAMA STATE
80,Alabama,AL,2020-04-11,255,2,232.86,4.86,,,,,,,State,_ALABAMA STATE
81,Alabama,AL,2020-04-12,319,1,248.71,4.29,,,,,,,State,_ALABAMA STATE
82,Alabama,AL,2020-04-13,220,0,256.86,4.14,,,,,,,State,_ALABAMA STATE
83,Alabama,AL,2020-04-14,150,12,250.57,4.86,,,,,,,State,_ALABAMA STATE
84,Alabama,AL,2020-04-15,286,2,248.57,3.86,,,,,,,State,_ALABAMA STATE
85,Alabama,AL,2020-04-16,163,7,223.14,4.86,,,,,,,State,_ALABAMA STATE
86,Alabama,AL,2020-04-17,115,14,215.43,5.43,,,,,,,State,_ALABAMA STATE
87,Alabama,AL,2020-04-18,204,14,208.14,7.14,,,,,,,State,_ALABAMA STATE
88,Alabama,AL,2020-04-19,178,2,188.0,7.29,,,,,,,State,_ALABAMA STATE
89,Alabama,AL,2020-04-20,177,0,181.86,7.29,,,,,,,State,_ALABAMA STATE
90,Alabama,AL,2020-04-21,243,29,195.14,9.71,,,,,,,State,_ALABAMA STATE
91,Alabama,AL,2020-04-22,281,33,194.43,14.14,,,,,,,State,_ALABAMA STATE
92,Alabama,AL,2020-04-23,227,20,203.57,16.0,,,,,,,State,_ALABAMA STATE
93,Alabama,AL,2020-04-24,201,14,215.86,16.0,,,,,,,State,_ALABAMA STATE
94,Alabama,AL,2020-04-25,187,4,213.43,14.57,,,,,,,State,_ALABAMA STATE
95,Alabama,AL,2020-04-26,204,6,217.14,15.14,,,,,,,State,_ALABAMA STATE
96,Alabama,AL,2020-04-27,120,9,209.0,16.43,,,,,,,State,_ALABAMA STATE
97,Alabama,AL,2020-04-28,207,13,203.86,14.14,,,,,,,State,_ALABAMA STATE
98,Alabama,AL,2020-04-29,172,21,188.29,12.43,,,,,,,State,_ALABAMA STATE
99,Alabama,AL,2020-04-30,147,8,176.86,10.71,,,,,,,State,_ALABAMA STATE
100,Alabama,AL,2020-05-01,231,18,181.14,11.29,,,,,,,State,_ALABAMA STATE
101,Alabama,AL,2020-05-02,317,0,199.71,10.71,,,,,,,State,_ALABAMA STATE
102,Alabama,AL,2020-05-03,274,2,209.71,10.14,,,,,,,State,_ALABAMA STATE
103,Alabama,AL,2020-05-04,225,8,224.71,10.0,,,,,,,State,_ALABAMA STATE
104,Alabama,AL,2020-05-05,326,17,241.71,10.57,,,,,,,State,_ALABAMA STATE
105,Alabama,AL,2020-05-06,255,27,253.57,11.43,,,,,,,State,_ALABAMA STATE
106,Alabama,AL,2020-05-07,355,27,283.29,14.14,,,,,,,State,_ALABAMA STATE
107,Alabama,AL,2020-05-08,338,13,298.57,13.43,,,,,,,State,_ALABAMA STATE
108,Alabama,AL,2020-05-09,284,7,293.86,14.43,,,,,,,State,_ALABAMA STATE
109,Alabama,AL,2020-05-10,221,3,286.29,14.57,,,,,,,State,_ALABAMA STATE
110,Alabama,AL,2020-05-11,275,10,293.43,14.86,,,,,,,State,_ALABAMA STATE
111,Alabama,AL,2020-05-12,304,37,290.29,17.71,,,,,,,State,_ALABAMA STATE
112,Alabama,AL,2020-05-13,231,10,286.86,15.29,,,,,,,State,_ALABAMA STATE
113,Alabama,AL,2020-05-14,395,22,292.57,14.57,,,,,,,State,_ALABAMA STATE
114,Alabama,AL,2020-05-15,293,12,286.14,14.43,,,,,,,State,_ALABAMA STATE
115,Alabama,AL,2020-05-16,284,0,286.14,13.43,,,,,,,State,_ALABAMA STATE
116,Alabama,AL,2020-05-17,97,3,268.43,13.43,,,,,,,State,_ALABAMA STATE
117,Alabama,AL,2020-05-18,310,1,273.43,12.14,,,,,,,State,_ALABAMA STATE
118,Alabama,AL,2020-05-19,296,14,272.29,8.86,,,,,,,State,_ALABAMA STATE
119,Alabama,AL,2020-05-20,675,22,335.71,10.57,,,,,,,State,_ALABAMA STATE
120,Alabama,AL,2020-05-21,361,7,330.86,8.43,,,,,,,State,_ALABAMA STATE
121,Alabama,AL,2020-05-22,260,12,326.14,8.43,,,,,,,State,_ALABAMA STATE
122,Alabama,AL,2020-05-23,482,10,354.43,9.86,,,,,,,State,_ALABAMA STATE
123,Alabama,AL,2020-05-24,355,7,391.29,10.43,,,,,,,State,_ALABAMA STATE
124,Alabama,AL,2020-05-25,687,8,445.14,11.43,,,,,,,State,_ALABAMA STATE
125,Alabama,AL,2020-05-26,454,14,467.71,11.43,,,,,,,State,_ALABAMA STATE
126,Alabama,AL,2020-05-27,381,3,425.71,8.71,,,,,,,State,_ALABAMA STATE
127,Alabama,AL,2020-05-28,524,22,449.0,10.86,,,,,,,State,_ALABAMA STATE
128,Alabama,AL,2020-05-29,478,5,480.14,9.86,,,,,,,State,_ALABAMA STATE
129,Alabama,AL,2020-05-30,327,8,458.0,9.57,,,,,,,State,_ALABAMA STATE
130,Alabama,AL,2020-05-31,491,11,477.43,10.14,,,,,,,State,_ALABAMA STATE
131,Alabama,AL,2020-06-01,397,14,436.0,11.0,,,,,,,State,_ALABAMA STATE
132,Alabama,AL,2020-06-02,181,7,397.0,10.0,,,,,,,State,_ALABAMA STATE
133,Alabama,AL,2020-06-03,126,0,360.57,9.57,,,,,,,State,_ALABAMA STATE
134,Alabama,AL,2020-06-04,213,1,316.14,6.57,,,,,,,State,_ALABAMA STATE
135,Alabama,AL,2020-06-05,307,19,291.71,8.57,,,,,,,State,_ALABAMA STATE
136,Alabama,AL,2020-06-06,636,14,335.86,9.43,,,,,,,State,_ALABAMA STATE
137,Alabama,AL,2020-06-07,457,3,331.0,8.29,,,,,,,State,_ALABAMA STATE
138,Alabama,AL,2020-06-08,424,25,334.86,9.86,,,,,,,State,_ALABAMA STATE
139,Alabama,AL,2020-06-09,481,11,377.71,10.43,,,,,,,State,_ALABAMA STATE
140,Alabama,AL,2020-06-10,555,16,439.0,12.71,,,,,,,State,_ALABAMA STATE
141,Alabama,AL,2020-06-11,848,11,529.71,14.14,,,,,,,State,_ALABAMA STATE
142,Alabama,AL,2020-06-12,859,14,608.57,13.43,,,,,,,State,_ALABAMA STATE
143,Alabama,AL,2020-06-13,887,4,644.43,12.0,,,,,,,State,_ALABAMA STATE
144,Alabama,AL,2020-06-14,1015,0,724.14,11.57,,,,,,,State,_ALABAMA STATE
145,Alabama,AL,2020-06-15,1037,6,811.71,8.86,,,,,,,State,_ALABAMA STATE
146,Alabama,AL,2020-06-16,640,11,834.43,8.86,,,,,,,State,_ALABAMA STATE
147,Alabama,AL,2020-06-17,400,5,812.29,7.29,,,,,,,State,_ALABAMA STATE
148,Alabama,AL,2020-06-18,894,19,818.86,8.43,,,,,,,State,_ALABAMA STATE
149,Alabama,AL,2020-06-19,796,12,809.86,8.14,,,,,,,State,_ALABAMA STATE
150,Alabama,AL,2020-06-20,547,17,761.29,10.0,,,,,,,State,_ALABAMA STATE
151,Alabama,AL,2020-06-21,472,1,683.71,10.14,,,,,,,State,_ALABAMA STATE
152,Alabama,AL,2020-06-22,432,1,597.29,9.43,,,,,,,State,_ALABAMA STATE
153,Alabama,AL,2020-06-23,644,24,597.86,11.29,,,,,,,State,_ALABAMA STATE
154,Alabama,AL,2020-06-24,967,26,678.86,14.29,,,,,,,State,_ALABAMA STATE
155,Alabama,AL,2020-06-25,1142,6,714.29,12.43,,,,,,,State,_ALABAMA STATE
156,Alabama,AL,2020-06-26,975,11,739.86,12.29,,,,,,,State,_ALABAMA STATE
157,Alabama,AL,2020-06-27,900,12,790.29,11.57,,,,,,,State,_ALABAMA STATE
158,Alabama,AL,2020-06-28,360,0,774.29,11.43,834.43,17.71,774.29,11.43,0.07,0.35,State,_ALABAMA STATE
159,Alaska,AK,2020-01-22,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
160,Alaska,AK,2020-01-23,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
161,Alaska,AK,2020-01-24,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
162,Alaska,AK,2020-01-25,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
163,Alaska,AK,2020-01-26,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
164,Alaska,AK,2020-01-27,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
165,Alaska,AK,2020-01-28,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
166,Alaska,AK,2020-01-29,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
167,Alaska,AK,2020-01-30,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
168,Alaska,AK,2020-01-31,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
169,Alaska,AK,2020-02-01,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
170,Alaska,AK,2020-02-02,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
171,Alaska,AK,2020-02-03,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
172,Alaska,AK,2020-02-04,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
173,Alaska,AK,2020-02-05,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
174,Alaska,AK,2020-02-06,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
175,Alaska,AK,2020-02-07,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
176,Alaska,AK,2020-02-08,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
177,Alaska,AK,2020-02-09,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
178,Alaska,AK,2020-02-10,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
179,Alaska,AK,2020-02-11,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
180,Alaska,AK,2020-02-12,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
181,Alaska,AK,2020-02-13,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
182,Alaska,AK,2020-02-14,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
183,Alaska,AK,2020-02-15,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
184,Alaska,AK,2020-02-16,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
185,Alaska,AK,2020-02-17,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
186,Alaska,AK,2020-02-18,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
187,Alaska,AK,2020-02-19,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
188,Alaska,AK,2020-02-20,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
189,Alaska,AK,2020-02-21,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
190,Alaska,AK,2020-02-22,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
191,Alaska,AK,2020-02-23,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
192,Alaska,AK,2020-02-24,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
193,Alaska,AK,2020-02-25,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
194,Alaska,AK,2020-02-26,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
195,Alaska,AK,2020-02-27,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
196,Alaska,AK,2020-02-28,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
197,Alaska,AK,2020-02-29,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
198,Alaska,AK,2020-03-01,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
199,Alaska,AK,2020-03-02,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
200,Alaska,AK,2020-03-03,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
201,Alaska,AK,2020-03-04,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
202,Alaska,AK,2020-03-05,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
203,Alaska,AK,2020-03-06,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
204,Alaska,AK,2020-03-07,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
205,Alaska,AK,2020-03-08,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
206,Alaska,AK,2020-03-09,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
207,Alaska,AK,2020-03-10,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
208,Alaska,AK,2020-03-11,0,0,0.0,0.0,,,,,,,State,_ALASKA STATE
209,Alaska,AK,2020-03-12,1,0,0.14,0.0,,,,,,,State,_ALASKA STATE
210,Alaska,AK,2020-03-13,0,0,0.14,0.0,,,,,,,State,_ALASKA STATE
211,Alaska,AK,2020-03-14,0,0,0.14,0.0,,,,,,,State,_ALASKA STATE
212,Alaska,AK,2020-03-15,0,0,0.14,0.0,,,,,,,State,_ALASKA STATE
213,Alaska,AK,2020-03-16,2,0,0.43,0.0,,,,,,,State,_ALASKA STATE
214,Alaska,AK,2020-03-17,3,0,0.86,0.0,,,,,,,State,_ALASKA STATE
215,Alaska,AK,2020-03-18,0,0,0.86,0.0,,,,,,,State,_ALASKA STATE
216,Alaska,AK,2020-03-19,4,0,1.29,0.0,,,,,,,State,_ALASKA STATE
217,Alaska,AK,2020-03-20,3,0,1.71,0.0,,,,,,,State,_ALASKA STATE
218,Alaska,AK,2020-03-21,2,0,2.0,0.0,,,,,,,State,_ALASKA STATE
219,Alaska,AK,2020-03-22,14,0,4.0,0.0,,,,,,,State,_ALASKA STATE
220,Alaska,AK,2020-03-23,14,0,5.71,0.0,,,,,,,State,_ALASKA STATE
221,Alaska,AK,2020-03-24,6,0,6.14,0.0,,,,,,,State,_ALASKA STATE
222,Alaska,AK,2020-03-25,17,1,8.57,0.14,,,,,,,State,_ALASKA STATE
223,Alaska,AK,2020-03-26,10,0,9.43,0.14,,,,,,,State,_ALASKA STATE
224,Alaska,AK,2020-03-27,16,1,11.29,0.29,,,,,,,State,_ALASKA STATE
225,Alaska,AK,2020-03-28,17,0,13.43,0.29,,,,,,,State,_ALASKA STATE
226,Alaska,AK,2020-03-29,12,1,13.14,0.43,,,,,,,State,_ALASKA STATE
227,Alaska,AK,2020-03-30,5,0,11.86,0.43,,,,,,,State,_ALASKA STATE
228,Alaska,AK,2020-03-31,14,0,13.0,0.43,,,,,,,State,_ALASKA STATE
229,Alaska,AK,2020-04-01,9,0,11.86,0.29,,,,,,,State,_ALASKA STATE
230,Alaska,AK,2020-04-02,5,0,11.14,0.29,,,,,,,State,_ALASKA STATE
231,Alaska,AK,2020-04-03,11,0,10.43,0.14,,,,,,,State,_ALASKA STATE
232,Alaska,AK,2020-04-04,14,2,10.0,0.43,,,,,,,State,_ALASKA STATE
233,Alaska,AK,2020-04-05,14,2,10.29,0.57,,,,,,,State,_ALASKA STATE
234,Alaska,AK,2020-04-06,6,0,10.43,0.57,,,,,,,State,_ALASKA STATE
235,Alaska,AK,2020-04-07,22,0,11.57,0.57,,,,,,,State,_ALASKA STATE
236,Alaska,AK,2020-04-08,13,1,12.14,0.71,,,,,,,State,_ALASKA STATE
237,Alaska,AK,2020-04-09,10,0,12.86,0.71,,,,,,,State,_ALASKA STATE
238,Alaska,AK,2020-04-10,11,0,12.86,0.71,,,,,,,State,_ALASKA STATE
239,Alaska,AK,2020-04-11,11,1,12.43,0.57,,,,,,,State,_ALASKA STATE
240,Alaska,AK,2020-04-12,15,0,12.57,0.29,,,,,,,State,_ALASKA STATE
241,Alaska,AK,2020-04-13,5,0,12.43,0.29,,,,,,,State,_ALASKA STATE
242,Alaska,AK,2020-04-14,8,1,10.43,0.43,,,,,,,State,_ALASKA STATE
243,Alaska,AK,2020-04-15,8,0,9.71,0.29,,,,,,,State,_ALASKA STATE
244,Alaska,AK,2020-04-16,7,0,9.29,0.29,,,,,,,State,_ALASKA STATE
245,Alaska,AK,2020-04-17,9,0,9.0,0.29,,,,,,,State,_ALASKA STATE
246,Alaska,AK,2020-04-18,5,0,8.14,0.14,,,,,,,State,_ALASKA STATE
247,Alaska,AK,2020-04-19,5,0,6.71,0.14,,,,,,,State,_ALASKA STATE
248,Alaska,AK,2020-04-20,2,0,6.29,0.14,,,,,,,State,_ALASKA STATE
249,Alaska,AK,2020-04-21,8,0,6.29,0.0,,,,,,,State,_ALASKA STATE
250,Alaska,AK,2020-04-22,6,0,6.0,0.0,,,,,,,State,_ALASKA STATE
251,Alaska,AK,2020-04-23,2,0,5.29,0.0,,,,,,,State,_ALASKA STATE
252,Alaska,AK,2020-04-24,2,0,4.29,0.0,,,,,,,State,_ALASKA STATE
253,Alaska,AK,2020-04-25,0,0,3.57,0.0,,,,,,,State,_ALASKA STATE
254,Alaska,AK,2020-04-26,2,0,3.14,0.0,,,,,,,State,_ALASKA STATE
255,Alaska,AK,2020-04-27,4,0,3.43,0.0,,,,,,,State,_ALASKA STATE
256,Alaska,AK,2020-04-28,6,0,3.14,0.0,,,,,,,State,_ALASKA STATE
257,Alaska,AK,2020-04-29,4,0,2.86,0.0,,,,,,,State,_ALASKA STATE
258,Alaska,AK,2020-04-30,0,0,2.57,0.0,,,,,,,State,_ALASKA STATE
259,Alaska,AK,2020-05-01,9,0,3.57,0.0,,,,,,,State,_ALASKA STATE
260,Alaska,AK,2020-05-02,1,0,3.71,0.0,,,,,,,State,_ALASKA STATE
261,Alaska,AK,2020-05-03,3,0,3.86,0.0,,,,,,,State,_ALASKA STATE
262,Alaska,AK,2020-05-04,2,0,3.57,0.0,,,,,,,State,_ALASKA STATE
263,Alaska,AK,2020-05-05,1,0,2.86,0.0,,,,,,,State,_ALASKA STATE
264,Alaska,AK,2020-05-06,1,1,2.43,0.14,,,,,,,State,_ALASKA STATE
265,Alaska,AK,2020-05-07,2,0,2.71,0.14,,,,,,,State,_ALASKA STATE
266,Alaska,AK,2020-05-08,3,0,1.86,0.14,,,,,,,State,_ALASKA STATE
267,Alaska,AK,2020-05-09,1,0,1.86,0.14,,,,,,,State,_ALASKA STATE
268,Alaska,AK,2020-05-10,1,0,1.57,0.14,,,,,,,State,_ALASKA STATE
269,Alaska,AK,2020-05-11,2,0,1.57,0.14,,,,,,,State,_ALASKA STATE
270,Alaska,AK,2020-05-12,2,0,1.71,0.14,,,,,,,State,_ALASKA STATE
271,Alaska,AK,2020-05-13,0,0,1.57,0.0,,,,,,,State,_ALASKA STATE
272,Alaska,AK,2020-05-14,4,0,1.86,0.0,,,,,,,State,_ALASKA STATE
273,Alaska,AK,2020-05-15,0,0,1.43,0.0,,,,,,,State,_ALASKA STATE
274,Alaska,AK,2020-05-16,0,0,1.29,0.0,,,,,,,State,_ALASKA STATE
275,Alaska,AK,2020-05-17,9,0,2.43,0.0,,,,,,,State,_ALASKA STATE
276,Alaska,AK,2020-05-18,3,0,2.57,0.0,,,,,,,State,_ALASKA STATE
277,Alaska,AK,2020-05-19,0,0,2.29,0.0,,,,,,,State,_ALASKA STATE
278,Alaska,AK,2020-05-20,2,0,2.57,0.0,,,,,,,State,_ALASKA STATE
279,Alaska,AK,2020-05-21,0,0,2.0,0.0,,,,,,,State,_ALASKA STATE
280,Alaska,AK,2020-05-22,2,0,2.29,0.0,,,,,,,State,_ALASKA STATE
281,Alaska,AK,2020-05-23,4,0,2.86,0.0,,,,,,,State,_ALASKA STATE
282,Alaska,AK,2020-05-24,0,0,1.57,0.0,,,,,,,State,_ALASKA STATE
283,Alaska,AK,2020-05-25,1,0,1.29,0.0,,,,,,,State,_ALASKA STATE
284,Alaska,AK,2020-05-26,2,0,1.57,0.0,,,,,,,State,_ALASKA STATE
285,Alaska,AK,2020-05-27,1,0,1.43,0.0,,,,,,,State,_ALASKA STATE
286,Alaska,AK,2020-05-28,13,0,3.29,0.0,,,,,,,State,_ALASKA STATE
287,Alaska,AK,2020-05-29,5,0,3.71,0.0,,,,,,,State,_ALASKA STATE
